date,rain,temp,humidity,wind,pressure,date_normalized,location,rain_category
2020-02-25,112.98,19.5,67.0,22.8,1001.2,1,4.0,0.0
2020-03-23,1.3,27.5,87.3,22.2,993.9,2,1.0,2.0
2020-03-27,132.45,22.7,79.1,24.8,996.1,2,2.0,0.0
2020-03-29,170.23,21.2,45.2,27.4,1015.6,2,4.0,0.0
2020-03-30,20.94,26.8,47.1,14.3,1002.2,2,4.0,1.0
2020-04-22,45.89,25.1,51.6,5.3,1013.5,3,4.0,1.0
2020-04-25,2.87,21.2,44.3,18.4,1012.0,3,3.0,2.0
2020-05-03,135.57,32.2,97.6,0.7,1000.2,4,0.0,0.0
2020-05-06,92.23,22.7,87.6,19.9,1009.1,4,1.0,0.0
2020-05-15,61.59,25.5,77.8,32.6,991.1,4,0.0,0.0
2020-05-17,135.45,33.1,96.0,26.4,1015.0,4,4.0,0.0
2020-05-21,146.39,31.6,77.7,4.7,1008.3,4,4.0,0.0
2020-05-25,191.95,20.0,46.0,25.6,994.8,4,0.0,0.0
2020-05-27,128.54,35.8,57.3,10.8,1019.0,4,3.0,0.0
2020-05-31,4.91,30.5,47.5,24.2,994.4,4,3.0,2.0
2020-06-09,135.25,24.0,78.0,33.9,1006.0,5,0.0,0.0
2020-06-09,90.82,34.9,86.1,31.4,1007.8,5,4.0,0.0
2020-06-10,180.83,33.2,51.7,34.8,1012.4,5,3.0,0.0
2020-06-18,23.76,31.2,96.3,33.7,996.5,5,2.0,1.0
2020-07-14,46.81,37.8,88.2,2.3,1001.9,6,2.0,1.0
2020-07-22,149.93,21.8,47.9,17.5,1013.2,6,1.0,0.0
2020-07-24,71.56,26.9,98.5,1.1,1012.7,6,0.0,0.0
2020-08-03,66.43,27.0,90.7,4.9,994.0,7,4.0,0.0
2020-08-04,33.03,35.8,83.5,35.0,1008.4,7,4.0,1.0
2020-08-05,63.2,18.3,88.2,2.6,1001.6,7,2.0,0.0
2020-08-15,56.41,24.8,80.6,15.2,998.7,7,4.0,0.0
2020-08-15,128.51,25.7,56.5,27.9,1009.2,7,3.0,0.0
2020-08-16,166.27,20.0,83.6,8.6,993.0,7,0.0,0.0
2020-08-18,154.85,27.0,93.1,1.5,1004.5,7,3.0,0.0
2020-08-23,106.26,34.8,41.1,16.6,995.8,7,3.0,0.0
2020-08-25,181.44,34.7,57.4,12.4,996.2,7,4.0,0.0
2020-08-27,66.31,18.9,64.9,2.2,1001.3,7,1.0,0.0
2020-08-30,24.62,22.5,54.3,24.9,1008.0,7,0.0,1.0
2020-08-31,157.1,21.5,82.0,0.6,1019.2,7,4.0,0.0
2020-09-07,84.64,32.7,44.5,12.1,1000.0,8,2.0,0.0
2020-09-10,185.19,34.5,87.7,31.3,1018.4,8,1.0,0.0
2020-09-19,120.57,28.4,87.8,4.5,1004.2,8,4.0,0.0
2020-09-22,187.91,21.6,54.1,23.3,996.7,8,3.0,0.0
2020-09-24,160.95,30.2,65.0,0.1,1016.9,8,4.0,0.0
2020-10-22,153.57,21.9,61.2,35.8,1013.8,9,4.0,0.0
2020-11-05,38.42,18.2,83.7,25.6,1019.2,10,3.0,1.0
2020-11-21,114.27,34.9,49.4,8.7,994.9,10,0.0,0.0
2020-12-04,35.52,28.6,96.1,39.3,1004.3,11,0.0,1.0
2020-12-13,126.06,25.0,91.3,34.4,991.3,11,3.0,0.0
2021-01-04,151.64,32.7,80.4,38.9,1007.8,12,2.0,0.0
2021-01-06,188.15,33.2,57.5,19.1,994.6,12,0.0,0.0
2021-01-08,23.66,20.0,47.9,10.1,1005.5,12,0.0,1.0
2021-02-03,50.07,26.0,70.2,23.0,1013.1,13,1.0,0.0
2020-01-09,124.82,22.0,78.5,0.4,1007.6,0,2.0,0.0
2020-01-13,82.57,31.9,46.0,28.4,994.7,0,0.0,0.0
2020-01-24,2.89,23.7,61.3,5.0,997.7,0,4.0,2.0
2020-02-14,46.48,33.1,50.5,32.8,996.6,1,2.0,1.0
2020-03-07,185.33,32.8,47.0,26.4,1012.2,2,4.0,0.0
2020-04-03,23.03,23.5,66.8,27.8,1015.0,3,0.0,1.0
2020-04-05,44.08,21.2,50.4,34.8,1012.3,3,3.0,1.0
2020-04-13,60.39,28.5,92.5,2.0,996.4,3,3.0,0.0
2020-04-19,150.15,33.9,58.0,30.8,1002.4,3,4.0,0.0
2020-04-22,173.9,32.6,74.1,23.8,994.8,3,2.0,0.0
2020-04-28,170.51,34.5,59.6,7.6,1014.1,3,3.0,0.0
2020-05-05,50.55,32.2,78.3,39.6,998.5,4,0.0,0.0
2020-05-07,164.53,28.7,67.2,19.2,990.4,4,3.0,0.0
2020-05-22,21.12,23.0,51.6,27.5,1014.8,4,1.0,1.0
2020-05-23,73.76,24.1,49.9,20.7,1006.0,4,2.0,0.0
2020-05-29,45.66,22.9,62.3,29.3,1016.3,4,2.0,1.0
2020-06-04,9.51,27.2,80.0,21.7,1005.9,5,3.0,2.0
2020-06-04,196.71,22.2,56.3,24.1,1010.9,5,0.0,0.0
2020-06-15,40.6,22.8,55.3,24.8,1016.7,5,4.0,1.0
2020-06-19,117.23,22.4,90.8,19.3,992.3,5,2.0,0.0
2020-06-22,21.27,32.6,93.5,7.7,992.5,5,2.0,1.0
2020-06-23,127.41,24.3,52.2,28.6,1008.4,5,0.0,0.0
2020-06-25,148.84,35.2,60.9,5.1,997.4,5,2.0,0.0
2020-06-27,106.28,34.9,86.3,19.9,994.7,5,0.0,0.0
2020-07-06,133.94,18.5,80.1,14.4,993.0,6,2.0,0.0
2020-07-08,146.75,27.1,41.8,16.6,1007.4,6,1.0,0.0
2020-07-10,3.87,24.8,88.4,19.9,991.9,6,4.0,2.0
2020-07-29,71.46,24.0,77.5,25.0,1016.6,6,4.0,0.0
2020-08-13,86.61,24.7,55.5,23.5,1014.1,7,0.0,0.0
2020-08-26,10.63,22.1,69.6,12.5,996.4,7,0.0,2.0
2020-08-28,126.2,33.6,87.3,21.6,1017.7,7,1.0,0.0
2020-09-09,69.99,27.2,40.7,39.2,1006.3,8,2.0,0.0
2020-10-12,105.09,23.8,74.6,6.2,1017.9,9,3.0,0.0
2020-11-02,185.71,33.5,63.5,31.6,996.4,10,3.0,0.0
2020-11-17,46.87,35.8,81.3,16.4,1006.9,10,4.0,1.0
2020-11-17,191.32,22.0,84.6,4.0,1003.1,10,1.0,0.0
2020-11-25,18.48,36.1,72.2,3.8,1002.6,10,0.0,2.0
2020-12-01,198.86,28.9,69.7,7.6,998.2,11,1.0,0.0
2020-12-04,134.34,33.8,69.9,0.9,1000.7,11,3.0,0.0
2020-12-04,22.29,28.4,60.3,10.2,1001.8,11,4.0,1.0
2020-12-14,17.72,21.6,71.8,38.3,1009.2,11,1.0,2.0
2020-12-14,74.43,27.2,71.3,30.2,1014.0,11,2.0,0.0
2020-12-23,193.52,20.2,51.8,14.1,994.6,11,4.0,0.0
2021-01-27,195.78,22.6,73.9,34.8,1014.1,12,1.0,0.0
2021-01-27,156.22,19.5,57.4,4.8,1005.1,12,3.0,0.0
2020-01-04,193.68,37.1,59.6,24.9,1012.4,0,2.0,0.0
2020-01-11,179.63,29.2,86.4,23.6,1018.5,0,0.0,0.0
2020-01-20,102.53,23.6,90.0,38.1,993.1,0,3.0,0.0
2020-02-10,54.67,21.1,77.8,26.1,1019.5,1,0.0,0.0
2020-02-14,185.02,25.2,77.5,16.3,990.8,1,3.0,0.0
2020-02-15,61.26,25.1,59.9,8.6,995.7,1,1.0,0.0
2020-03-08,92.77,25.8,45.9,1.1,1004.8,2,3.0,0.0
2020-03-17,31.98,19.7,87.6,1.7,1004.5,2,3.0,1.0
2020-03-18,179.96,28.7,96.5,16.2,1010.5,2,4.0,0.0
2020-04-01,176.91,34.6,61.8,29.8,1015.7,3,0.0,0.0
2020-04-11,80.19,31.5,86.0,37.4,1015.0,3,3.0,0.0
2020-04-27,52.89,20.0,78.9,6.6,1006.2,3,3.0,0.0
2020-05-19,65.95,33.3,96.6,25.9,1007.6,4,4.0,0.0
2020-05-25,134.79,32.1,74.7,39.3,1015.8,4,4.0,0.0
2020-07-06,142.45,32.5,44.7,13.9,1017.1,6,2.0,0.0
2020-07-08,21.72,26.6,43.3,14.0,1014.8,6,1.0,1.0
2020-07-09,114.16,25.9,94.3,33.6,1000.3,6,4.0,0.0
2020-08-11,193.42,31.3,68.5,27.6,999.4,7,1.0,0.0
2020-08-17,86.66,21.9,61.9,17.4,1010.6,7,2.0,0.0
2020-09-14,107.85,18.9,86.1,18.0,1000.0,8,0.0,0.0
2020-09-16,66.5,20.2,44.3,34.4,1010.4,8,2.0,0.0
2020-09-18,32.03,29.6,98.4,8.1,1012.9,8,0.0,1.0
2020-09-30,16.01,35.8,71.5,38.2,998.2,8,0.0,2.0
2020-10-31,32.02,24.1,79.1,38.5,1013.0,9,4.0,1.0
2020-11-04,135.72,18.6,51.8,37.6,998.1,10,0.0,0.0
2020-12-03,40.42,19.2,53.4,21.5,1018.1,11,0.0,1.0
2020-12-07,98.63,18.1,76.0,12.6,998.8,11,2.0,0.0
2020-12-11,34.57,18.3,96.2,34.5,992.1,11,0.0,1.0
2020-12-17,192.06,35.7,66.8,25.3,1019.2,11,3.0,0.0
2020-12-26,51.55,33.9,59.8,36.2,993.3,11,3.0,0.0
2021-01-01,178.58,22.3,71.8,1.8,1010.6,12,1.0,0.0
2021-01-21,28.0,32.1,45.4,27.6,1004.3,12,2.0,1.0
2021-01-24,22.91,20.2,54.5,10.5,995.9,12,3.0,1.0
2021-01-28,172.97,25.8,97.7,16.7,1017.6,12,0.0,0.0
2021-01-31,43.46,27.3,79.8,35.1,1006.2,12,4.0,1.0
2021-02-06,66.83,20.6,51.7,17.9,1011.3,13,2.0,0.0
2021-02-09,47.73,33.6,83.0,16.2,1000.2,13,3.0,1.0
2021-02-13,38.77,26.1,52.8,20.8,1006.9,13,3.0,1.0
2021-02-17,30.63,30.1,43.0,4.3,1018.3,13,1.0,1.0
2021-01-31,1.25,28.8,66.7,10.9,1008.3,12,2.0,2.0
2020-01-03,109.43,26.0,90.7,24.9,997.1,0,4.0,0.0
2020-01-03,117.27,20.7,70.6,21.4,998.0,0,2.0,0.0
2020-01-14,190.06,20.0,53.3,14.8,991.8,0,2.0,0.0
2020-01-21,177.48,22.0,78.6,0.3,1019.0,0,1.0,0.0
2020-01-30,68.83,18.7,99.8,0.6,997.7,0,0.0,0.0
2020-01-31,6.84,35.9,73.2,18.3,994.4,0,1.0,2.0
2020-02-02,98.81,27.2,69.6,33.6,1001.2,1,0.0,0.0
2020-02-03,124.14,25.6,92.1,37.8,1000.1,1,0.0,0.0
2020-02-04,193.72,19.3,90.5,37.9,1008.0,1,2.0,0.0
2020-02-25,75.1,19.9,48.8,36.3,1012.7,1,4.0,0.0
2020-03-02,23.82,33.6,58.4,13.0,1019.1,2,1.0,1.0
2020-03-29,2.98,33.4,52.9,24.7,1010.9,2,2.0,2.0
2020-04-01,24.85,29.5,59.1,6.9,1014.5,3,4.0,1.0
2020-04-05,0.06,19.1,86.0,7.0,1003.3,3,0.0,3.0
2020-04-06,94.62,22.0,98.2,17.8,1005.9,3,0.0,0.0
2020-04-24,171.54,26.1,50.8,24.7,1007.5,3,4.0,0.0
2020-04-25,158.81,32.6,52.7,14.0,993.4,3,2.0,0.0
2020-04-28,144.05,35.1,82.1,25.4,999.1,3,1.0,0.0
2020-05-04,163.98,21.2,54.9,17.4,1004.4,4,4.0,0.0
2020-05-12,89.89,18.3,58.1,11.2,1009.4,4,0.0,0.0
2020-05-16,187.03,18.8,86.8,26.9,990.6,4,2.0,0.0
2020-05-20,174.33,27.5,58.2,1.9,1004.7,4,4.0,0.0
2020-05-23,178.09,18.7,68.2,21.7,997.9,4,1.0,0.0
2020-06-01,41.47,31.1,80.3,19.4,1011.2,5,0.0,1.0
2020-06-11,21.17,26.2,40.6,18.9,996.5,5,0.0,1.0
2020-06-11,6.31,32.4,60.8,5.4,1002.1,5,1.0,2.0
2020-07-20,7.25,34.7,43.4,37.5,991.7,6,2.0,2.0
2020-07-21,62.25,18.2,51.5,1.9,994.1,6,1.0,0.0
2020-09-05,65.77,30.6,68.8,10.4,990.3,8,3.0,0.0
2020-09-10,127.57,26.7,54.5,27.6,1001.4,8,3.0,0.0
2020-09-21,72.34,34.4,79.5,11.6,1004.1,8,2.0,0.0
2020-09-27,121.95,24.6,82.5,37.0,1008.2,8,1.0,0.0
2020-10-13,114.07,36.2,44.6,35.9,991.8,9,4.0,0.0
2020-10-20,127.54,33.2,40.8,11.0,1014.5,9,0.0,0.0
2020-10-26,5.81,18.2,77.9,18.7,1017.5,9,4.0,2.0
2020-10-31,103.05,32.5,51.5,27.2,1002.6,9,0.0,0.0
2020-11-07,153.08,24.1,94.8,29.5,990.6,10,0.0,0.0
2020-11-07,83.77,24.3,96.8,33.3,1010.3,10,0.0,0.0
2020-11-08,167.62,28.9,97.5,30.3,1019.8,10,2.0,0.0
2020-11-14,117.49,24.8,58.7,36.0,1000.5,10,0.0,0.0
2020-11-27,21.07,30.8,86.3,4.2,991.8,10,1.0,1.0
2020-12-02,12.37,33.2,70.9,14.2,994.1,11,4.0,2.0
2020-12-04,48.92,33.4,83.6,25.7,1010.5,11,2.0,1.0
2020-12-25,174.21,36.4,66.6,29.6,1012.0,11,4.0,0.0
2021-01-12,35.33,27.5,61.9,38.2,1009.5,12,3.0,1.0
2021-01-28,152.33,32.0,41.7,9.9,998.7,12,2.0,0.0
2021-02-01,136.18,29.9,95.5,7.0,1004.0,13,4.0,0.0
2021-02-09,75.93,25.0,94.5,32.5,1011.5,13,1.0,0.0
2021-02-11,136.72,24.1,80.8,2.4,1002.6,13,0.0,0.0
2021-02-19,87.95,19.6,80.0,8.6,1005.0,13,0.0,0.0
2020-02-01,85.57,31.8,93.6,27.7,1007.1,1,1.0,0.0
2020-02-04,91.64,26.2,40.9,38.3,997.7,1,3.0,0.0
2020-02-04,156.21,25.5,88.4,3.5,1019.0,1,1.0,0.0
2020-02-06,176.39,33.1,45.9,4.0,993.7,1,4.0,0.0
2020-02-11,164.88,25.9,71.2,26.1,1001.3,1,0.0,0.0
2020-02-15,56.04,33.5,55.7,0.3,1004.6,1,2.0,0.0
2020-02-19,176.58,37.7,41.0,37.8,1003.0,1,4.0,0.0
2020-02-21,138.9,34.5,46.7,12.6,992.1,1,0.0,0.0
2020-02-21,108.05,21.2,81.8,26.1,996.3,1,1.0,0.0
2020-02-21,170.32,21.1,66.6,16.4,1006.6,1,2.0,0.0
2020-03-06,128.6,36.6,66.2,39.9,1017.7,2,1.0,0.0
2020-03-14,5.82,29.0,67.4,0.1,1000.5,2,4.0,2.0
2020-03-16,181.97,27.2,56.2,2.1,1016.2,2,4.0,0.0
2020-03-31,112.63,31.5,40.4,26.8,1011.2,2,2.0,0.0
2020-04-26,78.73,25.6,42.6,13.8,1002.7,3,4.0,0.0
2020-05-04,11.69,30.0,82.7,11.4,1013.1,4,3.0,2.0
2020-05-05,71.9,20.6,91.4,25.1,1008.6,4,3.0,0.0
2020-05-07,111.62,35.9,79.0,19.3,996.6,4,2.0,0.0
2020-05-09,86.24,19.1,54.8,6.9,1007.2,4,3.0,0.0
2020-05-09,152.09,32.8,68.6,14.0,994.6,4,4.0,0.0
2020-05-16,81.87,30.6,83.2,6.8,1006.7,4,3.0,0.0
2020-06-05,166.32,36.4,99.1,13.4,1008.6,5,2.0,0.0
2020-06-07,139.53,36.9,71.5,37.0,1015.3,5,3.0,0.0
2020-06-13,176.73,28.3,74.7,5.4,1003.6,5,0.0,0.0
2020-07-01,98.79,26.9,78.4,30.7,1019.7,6,1.0,0.0
2020-07-06,131.53,20.4,76.0,0.6,991.1,6,2.0,0.0
2020-07-06,68.64,25.5,70.0,23.0,1013.3,6,4.0,0.0
2020-07-20,37.77,29.4,70.1,36.4,998.7,6,1.0,1.0
2020-07-22,8.25,25.8,51.6,9.9,1014.6,6,1.0,2.0
2020-08-06,145.08,18.6,78.3,26.7,1003.5,7,0.0,0.0
2020-08-07,65.36,29.5,86.7,16.0,1015.6,7,4.0,0.0
2020-08-09,19.8,31.8,69.6,14.7,1000.5,7,2.0,2.0
2020-08-23,103.42,27.9,74.0,29.9,995.4,7,0.0,0.0
2020-09-15,155.19,31.4,97.1,18.3,1009.6,8,0.0,0.0
2020-09-19,89.47,32.0,79.4,4.4,1002.3,8,2.0,0.0
2020-10-13,196.28,23.7,70.4,23.0,993.2,9,0.0,0.0
2020-10-28,142.75,37.0,71.1,13.0,994.8,9,0.0,0.0
2020-11-04,96.79,27.2,56.9,39.1,1013.5,10,1.0,0.0
2020-11-09,142.0,32.8,75.1,18.0,994.9,10,2.0,0.0
2020-11-12,140.19,18.0,70.3,8.0,1014.5,10,0.0,0.0
2020-11-21,78.63,32.6,46.1,5.2,1004.2,10,2.0,0.0
2020-11-25,169.46,25.0,91.1,31.4,1018.1,10,0.0,0.0
2020-11-27,192.81,23.3,90.5,34.0,999.5,10,3.0,0.0
2020-12-24,64.24,20.1,94.0,32.1,1005.5,11,4.0,0.0
2021-01-01,45.48,18.4,90.7,31.8,1005.2,12,1.0,1.0
2021-01-03,6.51,36.9,58.5,23.3,999.8,12,3.0,2.0
