date,location,rainfall_mm,temperature_c,humidity_pct,wind_speed_kmh,pressure_hpa,rain_category
2020-01-02 07:00:00,Danang,1.3,27.9,50.0,22.7,1013.6,Light
2020-01-02 08:00:00,Can Tho,0.51,30.8,66.6,5.6,1008.9,Light
2020-01-02 09:00:00,Danang,22.94,36.8,95.4,35.7,1003.9,Heavy
2020-01-02 10:00:00,Danang,11.99,22.1,78.8,0.6,1001.8,Heavy
2020-01-02 11:00:00,HCMC,4.95,26.1,72.0,4.4,1012.5,Moderate
2020-01-02 12:00:00,Hanoi,3.05,23.1,50.0,18.2,1007.4,Moderate
2020-01-02 13:00:00,Danang,0.62,18.5,50.0,15.5,1012.1,Light
2020-01-02 14:00:00,Hue,12.51,26.9,78.9,27.7,1005.6,Heavy
2020-01-02 15:00:00,HCMC,8.63,25.6,97.9,0.6,994.6,Moderate
2020-01-02 16:00:00,Hanoi,1.11,34.5,86.2,3.3,1010.5,Light
2020-01-02 17:00:00,Danang,13.01,33.7,86.7,27.6,994.2,Heavy
2020-01-02 18:00:00,Hue,0.34,30.0,50.0,14.6,1005.9,Light
2020-01-02 19:00:00,Danang,9.34,19.8,82.9,21.4,1016.8,Moderate
2020-01-02 20:00:00,Hanoi,1.3,31.1,56.1,10.7,1013.5,Light
2020-01-02 21:00:00,HCMC,18.08,22.4,82.5,27.1,991.2,Heavy
2020-01-02 22:00:00,HCMC,3.55,32.0,79.2,15.6,1011.1,Moderate
2020-01-02 23:00:00,HCMC,11.69,21.0,96.0,17.7,997.9,Heavy
2020-01-03 00:00:00,Hue,14.28,32.0,73.7,31.6,993.2,Heavy
2020-01-03 01:00:00,Hanoi,3.93,24.0,98.3,6.8,995.0,Moderate
2020-01-03 02:00:00,Can Tho,23.58,26.0,90.7,24.9,997.1,Heavy
2020-01-03 03:00:00,Hanoi,6.26,29.8,67.6,7.7,1009.8,Moderate
2020-01-03 04:00:00,HCMC,21.7,28.9,94.6,15.5,995.4,Heavy
2020-01-03 05:00:00,Hanoi,6.9,21.6,50.0,27.3,1015.8,Moderate
2020-01-03 06:00:00,Hue,11.78,20.7,70.6,21.4,998.0,Heavy
2020-01-03 07:00:00,Hue,4.92,28.7,78.2,0.5,1013.4,Moderate
2020-01-03 08:00:00,Hue,0.91,21.6,64.1,9.5,1006.1,Light
2020-01-03 09:00:00,Hanoi,4.24,35.8,75.7,25.7,998.2,Moderate
2020-01-03 10:00:00,Danang,0.77,19.1,50.0,13.3,993.1,Light
2020-01-03 11:00:00,HCMC,2.54,35.5,50.0,33.2,1018.6,Moderate
2020-01-03 12:00:00,Can Tho,6.49,36.5,50.4,29.9,1002.2,Moderate
2020-01-03 13:00:00,HCMC,3.29,22.1,50.5,23.6,1006.7,Moderate
2020-01-03 14:00:00,HCMC,12.03,29.0,99.6,8.0,1007.2,Heavy
2020-01-03 15:00:00,Danang,4.91,26.4,85.9,23.1,1012.6,Moderate
2020-01-03 16:00:00,Danang,2.4,24.7,71.4,11.0,1011.6,Moderate
2020-01-03 17:00:00,HCMC,3.91,36.9,50.0,3.0,1004.5,Moderate
2020-01-03 18:00:00,Hue,3.24,18.0,83.6,24.4,997.3,Moderate
2020-01-03 19:00:00,Hue,4.44,19.2,85.1,3.9,1016.5,Moderate
2020-01-03 20:00:00,Hanoi,0.23,22.6,50.0,18.0,1018.8,Light
2020-01-03 21:00:00,HCMC,24.87,18.8,50.0,36.2,991.1,Heavy
2020-01-03 22:00:00,Danang,10.95,30.3,93.3,23.2,1013.8,Heavy
2020-01-03 23:00:00,Can Tho,4.26,33.9,54.9,19.2,990.1,Moderate
2020-01-04 00:00:00,Hue,0.04,34.1,50.0,9.5,1008.3,Light
2020-01-04 01:00:00,HCMC,21.43,31.2,80.0,25.6,991.5,Heavy
2020-01-04 02:00:00,Hanoi,13.95,29.1,63.6,19.6,995.3,Heavy
2020-01-04 03:00:00,Hue,7.86,28.7,79.7,24.7,1016.8,Moderate
2020-01-04 04:00:00,Hue,12.43,20.6,67.8,23.2,1004.2,Heavy
2020-01-04 05:00:00,Danang,2.01,25.3,79.8,33.7,994.0,Moderate
2020-01-04 06:00:00,Danang,9.17,23.8,89.9,20.7,992.7,Moderate
2020-01-04 07:00:00,Hue,1.13,18.8,62.9,7.2,1005.5,Light
2020-01-04 08:00:00,Can Tho,15.19,29.1,64.1,38.8,1008.6,Heavy
2020-01-04 09:00:00,Hue,6.53,37.1,59.6,24.9,1012.4,Moderate
2020-01-04 10:00:00,Hanoi,3.23,27.7,66.5,23.5,1014.6,Moderate
2020-01-04 11:00:00,Danang,1.64,32.4,81.4,38.0,998.8,Light
2020-01-04 12:00:00,HCMC,3.96,31.0,50.0,31.0,1009.3,Moderate
2020-01-04 13:00:00,Danang,4.83,23.6,64.4,9.9,998.8,Moderate
2020-01-04 14:00:00,Hanoi,15.52,32.1,86.4,34.7,1006.0,Heavy
2020-01-04 15:00:00,Can Tho,14.81,22.4,86.7,16.9,993.9,Heavy
2020-01-04 16:00:00,Hue,7.8,18.8,50.0,16.3,1008.5,Moderate
2020-01-04 17:00:00,HCMC,1.52,29.3,50.0,6.3,1012.8,Light
2020-01-04 18:00:00,Hanoi,0.96,24.3,92.1,15.4,1019.9,Light
2020-01-04 19:00:00,Can Tho,2.6,29.3,74.9,5.9,1018.1,Moderate
2020-01-04 20:00:00,Hue,20.54,37.3,61.6,39.6,992.7,Heavy
2020-01-04 21:00:00,Danang,5.42,18.3,50.0,4.2,1001.0,Moderate
2020-01-04 22:00:00,HCMC,8.55,21.2,85.1,25.4,1018.0,Moderate
2020-01-04 23:00:00,Hanoi,0.0,21.1,50.0,8.0,1019.7,No Rain
2020-01-05 00:00:00,Danang,11.73,34.5,63.4,33.7,997.8,Heavy
2020-01-05 01:00:00,HCMC,5.82,19.2,78.7,26.8,1012.9,Moderate
2020-01-05 02:00:00,Hanoi,0.53,19.6,95.3,17.3,1000.4,Light
2020-01-05 03:00:00,Danang,2.13,21.8,79.1,23.8,1001.3,Moderate
2020-01-05 04:00:00,Danang,0.62,34.2,66.1,38.7,1005.3,Light
2020-01-05 05:00:00,HCMC,13.83,31.0,51.9,26.7,992.6,Heavy
2020-01-05 06:00:00,Hanoi,3.75,26.5,58.5,3.7,999.1,Moderate
2020-01-05 07:00:00,HCMC,7.22,24.5,88.9,21.3,1011.7,Moderate
2020-01-05 08:00:00,Danang,9.27,37.1,71.3,2.8,1004.7,Moderate
2020-01-05 09:00:00,HCMC,5.41,29.0,70.7,16.8,992.4,Moderate
2020-01-05 10:00:00,Danang,5.63,21.5,50.0,22.1,1003.2,Moderate
2020-01-05 11:00:00,Hanoi,13.85,31.1,64.6,22.8,999.5,Heavy
2020-01-05 12:00:00,Hue,5.61,24.1,56.7,39.2,995.4,Moderate
2020-01-05 13:00:00,Hue,1.65,28.4,74.4,20.4,995.5,Light
2020-01-05 14:00:00,HCMC,5.81,28.4,82.7,13.5,996.5,Moderate
2020-01-05 15:00:00,Hanoi,4.81,22.6,88.4,33.6,991.7,Moderate
2020-01-05 16:00:00,HCMC,12.65,28.6,83.5,21.8,1011.6,Heavy
2020-01-05 17:00:00,Danang,18.43,31.1,78.4,22.2,995.2,Heavy
2020-01-05 18:00:00,HCMC,5.53,28.9,92.4,12.9,1017.5,Moderate
2020-01-05 19:00:00,Hanoi,6.97,25.1,73.7,18.6,1016.9,Moderate
2020-01-05 20:00:00,Danang,17.48,29.0,68.8,23.5,995.2,Heavy
2020-01-05 21:00:00,Hue,4.06,35.1,83.3,29.2,1001.7,Moderate
2020-01-05 22:00:00,Hue,14.91,30.2,63.4,14.2,997.6,Heavy
2020-01-05 23:00:00,Hue,6.6,26.2,50.0,30.2,1009.7,Moderate
2020-01-06 00:00:00,HCMC,13.36,31.3,64.3,13.4,997.7,Heavy
2020-01-06 01:00:00,Hanoi,13.13,31.9,89.7,6.6,1003.8,Heavy
2020-01-06 02:00:00,Danang,2.14,18.1,80.1,4.8,1013.7,Moderate
2020-01-06 03:00:00,HCMC,2.15,20.6,54.5,14.6,990.8,Moderate
2020-01-06 04:00:00,HCMC,1.73,26.2,65.5,27.3,1019.9,Light
2020-01-06 05:00:00,HCMC,6.96,31.6,94.2,22.8,1010.3,Moderate
2020-01-06 06:00:00,Danang,16.1,37.2,66.0,18.8,995.6,Heavy
2020-01-06 07:00:00,HCMC,16.87,23.8,64.3,26.0,998.9,Heavy
2020-01-06 08:00:00,Hanoi,0.12,29.1,92.7,27.7,1011.0,Light
2020-01-06 09:00:00,HCMC,10.33,31.5,76.9,36.0,1006.0,Heavy
2020-01-06 10:00:00,Danang,6.54,29.8,88.7,32.5,1014.8,Moderate
2020-01-06 11:00:00,Hue,1.4,20.2,57.6,22.8,1017.8,Light
2020-01-06 12:00:00,HCMC,0.63,25.5,50.0,27.4,1019.9,Light
2020-01-06 13:00:00,Hue,9.35,20.0,94.6,25.2,992.6,Moderate
2020-01-06 14:00:00,Hue,14.13,19.2,80.1,1.1,998.1,Heavy
2020-01-06 15:00:00,Can Tho,6.4,36.2,50.0,24.2,994.1,Moderate
2020-01-06 16:00:00,Can Tho,8.2,37.6,73.4,10.0,999.5,Moderate
2020-01-06 17:00:00,Hue,16.35,19.7,92.4,30.5,1002.1,Heavy
2020-01-06 18:00:00,Hue,8.85,32.5,79.3,22.5,993.0,Moderate
2020-01-06 19:00:00,Hue,21.7,37.6,76.1,30.2,999.4,Heavy
2020-01-06 20:00:00,Danang,6.96,29.5,50.0,19.7,1012.8,Moderate
2020-01-06 21:00:00,Hue,0.68,35.4,73.5,4.3,1018.5,Light
2020-01-06 22:00:00,Hue,7.21,34.1,77.0,19.8,1007.5,Moderate
2020-01-06 23:00:00,Hanoi,4.22,18.8,62.4,3.3,996.4,Moderate
2020-01-07 00:00:00,Hue,6.81,24.2,79.3,21.7,993.3,Moderate
2020-01-07 01:00:00,HCMC,0.86,33.4,69.7,39.8,1001.1,Light
2020-01-07 02:00:00,Hanoi,5.63,34.3,63.2,29.8,1017.8,Moderate
2020-01-07 03:00:00,Danang,8.36,36.4,76.3,7.5,997.6,Moderate
2020-01-07 04:00:00,HCMC,1.5,36.6,88.9,29.3,990.9,Light
2020-01-07 05:00:00,HCMC,5.29,36.6,72.7,17.3,997.7,Moderate
2020-01-07 06:00:00,HCMC,17.74,18.5,56.8,36.3,1002.3,Heavy
2020-01-07 07:00:00,Hue,2.33,35.3,71.3,17.0,1012.6,Moderate
2020-01-07 08:00:00,HCMC,3.12,29.9,85.3,14.3,995.1,Moderate
2020-01-07 09:00:00,Hue,12.89,25.2,85.8,39.7,999.9,Heavy
2020-01-07 10:00:00,Danang,22.19,32.6,69.7,32.6,998.7,Heavy
2020-01-07 11:00:00,Hanoi,2.6,34.4,94.8,14.6,1015.6,Moderate
2020-01-07 12:00:00,Hanoi,15.53,25.7,78.8,35.0,1001.2,Heavy
2020-01-07 13:00:00,Danang,8.29,21.8,50.0,25.1,1009.4,Moderate
2020-01-07 14:00:00,Hue,4.17,33.5,83.5,17.4,1002.8,Moderate
2020-01-07 15:00:00,Hue,8.69,30.5,93.4,25.5,1018.7,Moderate
2020-01-07 16:00:00,Hanoi,5.59,20.0,65.0,32.0,1009.4,Moderate
2020-01-07 17:00:00,Can Tho,15.97,30.0,99.2,15.2,992.8,Heavy
2020-01-07 18:00:00,Danang,7.63,22.5,72.3,2.0,1001.5,Moderate
2020-01-07 19:00:00,Can Tho,0.0,20.4,50.0,5.3,1019.6,No Rain
2020-01-07 20:00:00,Danang,2.34,19.9,85.4,31.6,996.5,Moderate
2020-01-07 21:00:00,Can Tho,12.83,37.7,50.0,33.2,1006.0,Heavy
2020-01-07 22:00:00,Can Tho,2.79,30.2,50.0,25.0,1013.0,Moderate
2020-01-07 23:00:00,Hue,2.47,25.7,63.8,38.4,1015.6,Moderate
2020-01-08 00:00:00,Can Tho,0.61,20.1,57.0,16.2,1000.0,Light
2020-01-08 01:00:00,Hanoi,5.49,32.7,83.7,20.3,1018.1,Moderate
2020-01-08 02:00:00,Can Tho,2.78,21.9,50.0,22.9,1019.6,Moderate
2020-01-08 03:00:00,Hue,0.24,35.0,50.0,17.6,999.6,Light
2020-01-08 04:00:00,Can Tho,10.25,20.9,50.0,31.5,997.4,Heavy
2020-01-08 05:00:00,Hue,3.18,25.9,81.2,5.8,1002.3,Moderate
2020-01-08 06:00:00,Danang,9.13,26.6,67.1,10.6,1001.0,Moderate
2020-01-08 07:00:00,Can Tho,2.61,35.4,50.0,1.8,991.0,Moderate
2020-01-08 08:00:00,Danang,12.13,30.3,50.0,18.5,995.0,Heavy
2020-01-08 09:00:00,Hue,3.02,37.4,82.8,12.8,1016.6,Moderate
2020-01-08 10:00:00,HCMC,11.96,25.3,54.9,37.1,1013.5,Heavy
2020-01-08 11:00:00,Hue,0.88,20.2,54.6,17.4,1014.2,Light
2020-01-08 12:00:00,Hanoi,8.39,30.7,89.3,36.3,1002.0,Moderate
2020-01-08 13:00:00,Hue,1.33,27.8,51.4,5.5,998.6,Light
2020-01-08 14:00:00,Danang,4.05,32.2,66.2,16.1,1019.8,Moderate
2020-01-08 15:00:00,Hue,22.74,32.3,83.4,25.3,992.8,Heavy
2020-01-08 16:00:00,Hue,6.39,37.6,82.6,38.5,1001.1,Moderate
2020-01-08 17:00:00,HCMC,10.65,27.5,83.4,7.3,1000.1,Heavy
2020-01-08 18:00:00,Hanoi,16.1,27.3,67.7,31.0,1002.1,Heavy
2020-01-08 19:00:00,Can Tho,6.68,25.5,50.0,0.1,995.0,Moderate
2020-01-08 20:00:00,Danang,7.54,30.8,99.1,32.3,1019.7,Moderate
2020-01-08 21:00:00,Hue,5.81,37.0,84.7,36.9,1002.1,Moderate
2020-01-08 22:00:00,Hue,1.4,27.1,61.2,34.1,1009.8,Light
2020-01-08 23:00:00,Danang,20.03,34.2,98.6,26.1,1003.0,Heavy
2020-01-09 00:00:00,HCMC,22.16,24.0,73.9,31.7,995.8,Heavy
2020-01-09 01:00:00,HCMC,9.76,18.0,72.8,4.2,997.1,Moderate
2020-01-09 02:00:00,Danang,1.18,31.7,50.0,1.2,1009.8,Light
2020-01-09 03:00:00,Hanoi,6.75,29.9,83.3,25.0,1003.6,Moderate
2020-01-09 04:00:00,Danang,8.92,29.0,51.5,13.2,1001.5,Moderate
2020-01-09 05:00:00,Hanoi,24.11,27.9,99.6,33.6,999.4,Heavy
2020-01-09 06:00:00,Can Tho,9.97,29.7,58.9,7.2,1002.1,Moderate
2020-01-09 07:00:00,Hue,7.9,35.2,57.3,27.3,1013.6,Moderate
2020-01-09 08:00:00,Hanoi,10.03,30.0,75.3,14.6,1002.6,Heavy
2020-01-09 09:00:00,Hue,0.83,23.8,80.5,16.8,1014.5,Light
2020-01-09 10:00:00,HCMC,2.39,27.7,99.6,4.3,1004.9,Moderate
2020-01-09 11:00:00,HCMC,10.07,24.7,83.3,22.7,1016.0,Heavy
2020-01-09 12:00:00,Can Tho,11.67,21.0,74.3,5.2,991.6,Heavy
2020-01-09 13:00:00,Danang,0.27,34.4,99.9,34.7,995.8,Light
2020-01-09 14:00:00,Hue,2.07,29.4,95.7,30.3,1007.6,Moderate
2020-01-09 15:00:00,Hanoi,8.57,20.9,71.5,14.3,1006.0,Moderate
2020-01-09 16:00:00,Can Tho,0.01,37.9,50.0,3.0,1014.1,Light
2020-01-09 17:00:00,Hue,1.16,35.6,51.6,6.0,1006.4,Light
2020-01-09 18:00:00,HCMC,6.19,27.5,66.2,32.9,1016.7,Moderate
2020-01-09 19:00:00,Hue,6.11,22.0,78.5,0.4,1007.6,Moderate
2020-01-09 20:00:00,Hanoi,14.0,21.6,77.4,18.1,995.1,Heavy
2020-01-09 21:00:00,Can Tho,5.28,34.7,80.1,30.3,998.4,Moderate
2020-01-09 22:00:00,Hanoi,10.58,24.8,98.8,11.3,1008.1,Heavy
2020-01-09 23:00:00,Hanoi,2.58,28.0,50.0,6.3,1000.0,Moderate
2020-01-10 00:00:00,Danang,4.51,20.2,95.0,10.1,1008.2,Moderate
2020-01-10 01:00:00,Hanoi,11.93,34.8,58.9,15.8,998.5,Heavy
2020-01-10 02:00:00,HCMC,3.45,25.5,53.0,16.2,1015.0,Moderate
2020-01-10 03:00:00,HCMC,0.46,26.9,50.0,10.4,1019.3,Light
2020-01-10 04:00:00,Hue,6.03,36.3,74.7,25.6,1018.7,Moderate
2020-01-10 05:00:00,HCMC,12.48,23.5,88.4,29.4,1002.7,Heavy
2020-01-10 06:00:00,Hanoi,2.28,31.2,50.0,31.9,990.3,Moderate
2020-01-10 07:00:00,Hanoi,3.64,18.5,87.4,14.1,1014.9,Moderate
2020-01-10 08:00:00,Danang,3.09,22.7,78.2,24.2,1014.7,Moderate
2020-01-10 09:00:00,Hue,2.31,32.0,56.4,4.3,1003.0,Moderate
2020-01-10 10:00:00,Can Tho,13.53,19.7,56.1,5.7,996.2,Heavy
2020-01-10 11:00:00,Can Tho,1.69,26.9,51.3,22.7,1019.5,Light
2020-01-10 12:00:00,Hanoi,25.91,20.9,82.8,31.6,990.6,Heavy
2020-01-10 13:00:00,Hanoi,8.0,35.3,92.5,19.4,1014.2,Moderate
2020-01-10 14:00:00,Danang,17.62,18.6,77.4,31.4,1000.6,Heavy
2020-01-10 15:00:00,Hue,3.42,19.7,84.9,13.2,1019.0,Moderate
2020-01-10 16:00:00,Hue,5.42,21.5,91.0,1.8,1010.5,Moderate
2020-01-10 17:00:00,HCMC,10.25,30.4,64.3,24.4,996.1,Heavy
2020-01-10 18:00:00,Hue,3.55,36.4,75.2,7.6,994.8,Moderate
2020-01-10 19:00:00,Can Tho,6.89,24.5,56.8,32.0,1016.8,Moderate
2020-01-10 20:00:00,Can Tho,2.94,30.2,50.0,35.9,1015.5,Moderate
2020-01-10 21:00:00,Hue,0.44,20.3,50.0,23.4,996.6,Light
2020-01-10 22:00:00,Hue,4.05,30.1,66.0,13.9,1015.5,Moderate
2020-01-10 23:00:00,HCMC,3.25,19.5,63.2,6.6,991.0,Moderate
2020-01-11 00:00:00,Hanoi,11.48,26.7,63.2,14.5,1005.2,Heavy
2020-01-11 01:00:00,HCMC,17.39,29.6,75.7,19.9,1001.0,Heavy
2020-01-11 02:00:00,HCMC,22.75,22.7,62.4,28.7,991.0,Heavy
2020-01-11 03:00:00,Danang,6.74,19.9,65.9,28.9,1003.1,Moderate
2020-01-11 04:00:00,HCMC,0.25,27.1,88.2,1.1,997.9,Light
2020-01-11 05:00:00,Danang,9.54,25.6,86.3,4.9,1009.4,Moderate
2020-01-11 06:00:00,Danang,7.18,36.2,91.8,32.8,1013.9,Moderate
2020-01-11 07:00:00,HCMC,14.12,30.1,82.0,15.7,1006.5,Heavy
2020-01-11 08:00:00,Can Tho,17.48,35.4,94.5,5.0,998.4,Heavy
2020-01-11 09:00:00,Danang,18.0,32.1,91.7,37.7,1009.1,Heavy
2020-01-11 10:00:00,Danang,3.07,29.2,86.4,23.6,1018.5,Moderate
2020-01-11 11:00:00,Hanoi,7.86,29.8,50.7,26.7,994.5,Moderate
2020-01-11 12:00:00,HCMC,24.05,26.4,88.2,37.1,996.0,Heavy
2020-01-11 13:00:00,Hue,2.76,28.9,81.1,18.1,1017.3,Moderate
2020-01-11 14:00:00,HCMC,1.64,18.5,50.0,7.8,1002.8,Light
2020-01-11 15:00:00,Can Tho,10.51,35.9,96.8,26.1,1008.3,Heavy
2020-01-11 16:00:00,Can Tho,6.73,27.6,74.3,5.4,1011.8,Moderate
2020-01-11 17:00:00,Hanoi,7.41,28.9,78.6,9.4,1009.1,Moderate
2020-01-11 18:00:00,Hue,5.32,29.9,50.0,7.7,1003.3,Moderate
2020-01-11 19:00:00,Hue,2.79,20.7,76.2,35.3,991.4,Moderate
2020-01-11 20:00:00,HCMC,13.01,36.8,79.0,35.2,1004.6,Heavy
2020-01-11 21:00:00,Hanoi,23.11,20.4,54.4,26.2,990.3,Heavy
2020-01-11 22:00:00,Can Tho,1.49,22.0,83.5,20.5,1015.9,Light
2020-01-11 23:00:00,HCMC,6.36,32.7,69.2,11.7,1005.2,Moderate
2020-01-12 00:00:00,Danang,19.77,32.3,58.2,28.4,993.7,Heavy
2020-01-12 01:00:00,Hue,5.99,21.2,65.1,12.0,1011.3,Moderate
2020-01-12 02:00:00,Hue,20.69,19.2,78.5,38.1,991.7,Heavy
2020-01-12 03:00:00,HCMC,12.99,24.5,68.5,13.0,995.3,Heavy
2020-01-12 04:00:00,HCMC,3.62,24.9,98.6,4.7,1012.7,Moderate
2020-01-12 05:00:00,Can Tho,6.5,20.2,69.5,26.1,996.0,Moderate
2020-01-12 06:00:00,HCMC,15.6,24.3,65.9,27.5,1000.6,Heavy
2020-01-12 07:00:00,Hue,6.55,19.8,70.5,3.3,1008.3,Moderate
2020-01-12 08:00:00,Hue,15.41,37.9,84.1,36.2,1012.0,Heavy
2020-01-12 09:00:00,Hanoi,14.36,24.4,87.2,1.8,999.0,Heavy
2020-01-12 10:00:00,Hanoi,7.56,18.3,86.2,18.6,1008.7,Moderate
2020-01-12 11:00:00,Hanoi,8.75,31.0,92.1,25.9,1009.4,Moderate
2020-01-12 12:00:00,Hue,18.0,26.2,54.7,28.2,992.7,Heavy
2020-01-12 13:00:00,Can Tho,5.99,28.0,50.0,18.9,1009.1,Moderate
2020-01-12 14:00:00,Danang,6.42,31.3,51.8,12.0,1006.2,Moderate
2020-01-12 15:00:00,Can Tho,2.7,29.0,57.0,8.4,1015.3,Moderate
2020-01-12 16:00:00,Can Tho,22.36,18.1,64.5,31.3,992.4,Heavy
2020-01-12 17:00:00,Can Tho,6.21,20.3,69.6,28.2,1003.4,Moderate
2020-01-12 18:00:00,Hue,7.1,34.0,99.1,33.7,1012.6,Moderate
2020-01-12 19:00:00,HCMC,1.48,29.6,95.6,27.2,1013.7,Light
2020-01-12 20:00:00,Hue,2.88,22.6,61.8,19.5,1019.4,Moderate
2020-01-12 21:00:00,Danang,0.44,26.2,82.3,19.3,1012.1,Light
2020-01-12 22:00:00,Hanoi,0.46,24.4,52.4,7.3,1017.6,Light
2020-01-12 23:00:00,Hue,6.3,29.7,50.0,22.7,1007.0,Moderate
2020-01-13 00:00:00,Danang,5.93,31.9,50.0,28.4,994.7,Moderate
2020-01-13 01:00:00,Danang,6.94,26.8,58.7,18.4,1006.8,Moderate
2020-01-13 02:00:00,Can Tho,0.34,31.7,50.0,9.3,1001.1,Light
2020-01-13 03:00:00,Can Tho,0.55,20.1,62.6,36.7,1012.1,Light
2020-01-13 04:00:00,Hanoi,17.71,29.2,76.5,9.5,990.5,Heavy
2020-01-13 05:00:00,HCMC,2.21,22.3,57.5,8.7,1011.0,Moderate
2020-01-13 06:00:00,Hue,2.4,31.3,87.2,6.1,995.9,Moderate
2020-01-13 07:00:00,Danang,8.37,25.3,65.3,10.4,997.3,Moderate
2020-01-13 08:00:00,Hanoi,12.2,19.0,50.0,12.0,994.6,Heavy
2020-01-13 09:00:00,Danang,4.71,24.9,53.8,36.0,997.6,Moderate
2020-01-13 10:00:00,Hue,5.23,24.3,72.8,14.6,1014.0,Moderate
2020-01-13 11:00:00,HCMC,1.53,25.9,50.0,12.3,991.2,Light
2020-01-13 12:00:00,Hue,0.57,35.9,68.0,24.2,1013.2,Light
2020-01-13 13:00:00,HCMC,7.9,20.5,64.1,39.7,1013.6,Moderate
2020-01-13 14:00:00,HCMC,11.51,34.8,73.7,24.7,997.8,Heavy
2020-01-13 15:00:00,HCMC,3.36,29.0,69.7,1.7,1012.0,Moderate
2020-01-13 16:00:00,HCMC,8.16,26.6,81.9,1.5,1005.0,Moderate
2020-01-13 17:00:00,Hue,19.04,24.2,73.3,38.2,1007.4,Heavy
2020-01-13 18:00:00,Can Tho,0.39,26.6,52.2,4.4,1016.5,Light
2020-01-13 19:00:00,Danang,4.77,33.1,57.1,10.5,997.4,Moderate
2020-01-13 20:00:00,Can Tho,16.89,38.0,97.8,27.7,1005.4,Heavy
2020-01-13 21:00:00,Can Tho,3.08,19.9,90.3,3.9,1008.1,Moderate
2020-01-13 22:00:00,HCMC,4.71,24.2,72.2,2.3,1003.8,Moderate
2020-01-13 23:00:00,HCMC,1.13,34.1,94.2,34.4,1019.2,Light
2020-01-14 00:00:00,HCMC,0.35,37.2,95.1,23.0,1014.9,Light
2020-01-14 01:00:00,HCMC,15.88,27.4,50.0,16.0,995.5,Heavy
2020-01-14 02:00:00,Can Tho,19.66,31.8,50.0,37.0,994.3,Heavy
2020-01-14 03:00:00,Hanoi,11.59,19.2,50.0,9.7,992.1,Heavy
2020-01-14 04:00:00,Danang,4.29,20.1,50.0,20.0,1007.5,Moderate
2020-01-14 05:00:00,Hue,4.72,25.0,75.6,29.3,990.7,Moderate
2020-01-14 06:00:00,Hue,2.12,29.4,50.0,25.9,1005.4,Moderate
2020-01-14 07:00:00,HCMC,5.28,33.8,50.0,29.9,994.8,Moderate
2020-01-14 08:00:00,Can Tho,8.82,34.2,51.1,38.2,1007.6,Moderate
