date,location,rainfall_mm,temperature_c,humidity_pct,wind_speed_kmh,pressure_hpa,rain_category
2020-01-02 03:00:00,Hanoi,72.51,31.1,74.5,32.0,1003.8,Heavy
2020-01-02 04:00:00,Danang,98.89,37.9,73.1,4.5,997.1,Heavy
2020-01-02 05:00:00,Can Tho,6.32,37.2,85.5,8.3,998.5,Light
2020-01-02 06:00:00,Danang,95.96,21.7,72.3,35.4,997.3,Heavy
2020-01-02 07:00:00,Danang,51.29,27.9,41.2,22.7,1013.6,Heavy
2020-01-02 08:00:00,Can Tho,148.18,30.8,66.6,5.6,1008.9,Heavy
2020-01-02 09:00:00,Danang,37.84,36.8,95.4,35.7,1003.9,Moderate
2020-01-02 10:00:00,Danang,142.14,22.1,78.8,0.6,1001.8,Heavy
2020-01-02 11:00:00,HCMC,44.14,26.1,72.0,4.4,1012.5,Moderate
2020-01-02 12:00:00,Hanoi,143.81,23.1,45.1,18.2,1007.4,Heavy
2020-01-02 13:00:00,Danang,108.83,18.5,45.0,15.5,1012.1,Heavy
2020-01-02 14:00:00,Hue,40.99,26.9,78.9,27.7,1005.6,Moderate
2020-01-02 15:00:00,HCMC,128.29,25.6,97.9,0.6,994.6,Heavy
2020-01-02 16:00:00,Hanoi,80.07,34.5,86.2,3.3,1010.5,Heavy
2020-01-02 17:00:00,Danang,193.31,33.7,86.7,27.6,994.2,Heavy
2020-01-02 18:00:00,Hue,104.13,30.0,49.0,14.6,1005.9,Heavy
2020-01-02 19:00:00,Danang,13.25,19.8,82.9,21.4,1016.8,Light
2020-01-02 20:00:00,Hanoi,198.29,31.1,56.1,10.7,1013.5,Heavy
2020-01-02 21:00:00,HCMC,53.82,22.4,82.5,27.1,991.2,Heavy
2020-01-02 22:00:00,HCMC,125.83,32.0,79.2,15.6,1011.1,Heavy
2020-01-02 23:00:00,HCMC,102.82,21.0,96.0,17.7,997.9,Heavy
2020-01-03 00:00:00,Hue,190.94,32.0,73.7,31.6,993.2,Heavy
2020-01-03 01:00:00,Hanoi,172.01,24.0,98.3,6.8,995.0,Heavy
2020-01-03 02:00:00,Can Tho,109.43,26.0,90.7,24.9,997.1,Heavy
2020-01-03 03:00:00,Hanoi,41.91,29.8,67.6,7.7,1009.8,Moderate
2020-01-03 04:00:00,HCMC,29.5,28.9,94.6,15.5,995.4,Moderate
2020-01-03 05:00:00,Hanoi,60.18,21.6,40.9,27.3,1015.8,Heavy
2020-01-03 06:00:00,Hue,117.27,20.7,70.6,21.4,998.0,Heavy
2020-01-03 07:00:00,Hue,123.62,28.7,78.2,0.5,1013.4,Heavy
2020-01-03 08:00:00,Hue,89.53,21.6,64.1,9.5,1006.1,Heavy
2020-01-03 09:00:00,Hanoi,7.13,35.8,75.7,25.7,998.2,Light
2020-01-03 10:00:00,Danang,127.81,19.1,49.6,13.3,993.1,Heavy
2020-01-03 11:00:00,HCMC,174.01,35.5,40.2,33.2,1018.6,Heavy
2020-01-03 12:00:00,Can Tho,129.74,36.5,50.4,29.9,1002.2,Heavy
2020-01-03 13:00:00,HCMC,46.21,22.1,50.5,23.6,1006.7,Moderate
2020-01-03 14:00:00,HCMC,183.51,29.0,99.6,8.0,1007.2,Heavy
2020-01-03 15:00:00,Danang,107.48,26.4,85.9,23.1,1012.6,Heavy
2020-01-03 16:00:00,Danang,0.49,24.7,71.4,11.0,1011.6,Light
2020-01-03 17:00:00,HCMC,120.4,36.9,45.5,3.0,1004.5,Heavy
2020-01-03 18:00:00,Hue,83.89,18.0,83.6,24.4,997.3,Heavy
2020-01-03 19:00:00,Hue,125.55,19.2,85.1,3.9,1016.5,Heavy
2020-01-03 20:00:00,Hanoi,34.18,22.6,43.4,18.0,1018.8,Moderate
2020-01-03 21:00:00,HCMC,132.58,18.8,43.6,36.2,991.1,Heavy
2020-01-03 22:00:00,Danang,139.8,30.3,93.3,23.2,1013.8,Heavy
2020-01-03 23:00:00,Can Tho,68.25,33.9,54.9,19.2,990.1,Heavy
2020-01-04 00:00:00,Hue,124.42,34.1,48.1,9.5,1008.3,Heavy
2020-01-04 01:00:00,HCMC,143.79,31.2,80.0,25.6,991.5,Heavy
2020-01-04 02:00:00,Hanoi,92.78,29.1,63.6,19.6,995.3,Heavy
2020-01-04 03:00:00,Hue,29.94,28.7,79.7,24.7,1016.8,Moderate
2020-01-04 04:00:00,Hue,142.11,20.6,67.8,23.2,1004.2,Heavy
2020-01-04 05:00:00,Danang,43.11,25.3,79.8,33.7,994.0,Moderate
2020-01-04 06:00:00,Danang,26.0,23.8,89.9,20.7,992.7,Moderate
2020-01-04 07:00:00,Hue,131.08,18.8,62.9,7.2,1005.5,Heavy
2020-01-04 08:00:00,Can Tho,42.15,29.1,64.1,38.8,1008.6,Moderate
2020-01-04 09:00:00,Hue,193.68,37.1,59.6,24.9,1012.4,Heavy
2020-01-04 10:00:00,Hanoi,188.95,27.7,66.5,23.5,1014.6,Heavy
2020-01-04 11:00:00,Danang,80.56,32.4,81.4,38.0,998.8,Heavy
2020-01-04 12:00:00,HCMC,0.7,31.0,41.0,31.0,1009.3,Light
2020-01-04 13:00:00,Danang,48.88,23.6,64.4,9.9,998.8,Moderate
2020-01-04 14:00:00,Hanoi,75.0,32.1,86.4,34.7,1006.0,Heavy
2020-01-04 15:00:00,Can Tho,61.15,22.4,86.7,16.9,993.9,Heavy
2020-01-04 16:00:00,Hue,31.13,18.8,41.0,16.3,1008.5,Moderate
2020-01-04 17:00:00,HCMC,75.04,29.3,40.8,6.3,1012.8,Heavy
2020-01-04 18:00:00,Hanoi,6.16,24.3,92.1,15.4,1019.9,Light
2020-01-04 19:00:00,Can Tho,146.93,29.3,74.9,5.9,1018.1,Heavy
2020-01-04 20:00:00,Hue,25.54,37.3,61.6,39.6,992.7,Moderate
2020-01-04 21:00:00,Danang,39.87,18.3,41.5,4.2,1001.0,Moderate
2020-01-04 22:00:00,HCMC,54.03,21.2,85.1,25.4,1018.0,Heavy
2020-01-04 23:00:00,Hanoi,179.45,21.1,44.6,8.0,1019.7,Heavy
2020-01-05 00:00:00,Danang,68.81,34.5,63.4,33.7,997.8,Heavy
2020-01-05 01:00:00,HCMC,147.65,19.2,78.7,26.8,1012.9,Heavy
2020-01-05 02:00:00,Hanoi,172.54,19.6,95.3,17.3,1000.4,Heavy
2020-01-05 03:00:00,Danang,111.04,21.8,79.1,23.8,1001.3,Heavy
2020-01-05 04:00:00,Danang,172.94,34.2,66.1,38.7,1005.3,Heavy
2020-01-05 05:00:00,HCMC,86.67,31.0,51.9,26.7,992.6,Heavy
2020-01-05 06:00:00,Hanoi,102.61,26.5,58.5,3.7,999.1,Heavy
2020-01-05 07:00:00,HCMC,104.77,24.5,88.9,21.3,1011.7,Heavy
2020-01-05 08:00:00,Danang,29.85,37.1,71.3,2.8,1004.7,Moderate
2020-01-05 09:00:00,HCMC,64.33,29.0,70.7,16.8,992.4,Heavy
2020-01-05 10:00:00,Danang,70.73,21.5,48.8,22.1,1003.2,Heavy
2020-01-05 11:00:00,Hanoi,195.25,31.1,64.6,22.8,999.5,Heavy
2020-01-05 12:00:00,Hue,12.33,24.1,56.7,39.2,995.4,Light
2020-01-05 13:00:00,Hue,7.13,28.4,74.4,20.4,995.5,Light
2020-01-05 14:00:00,HCMC,93.46,28.4,82.7,13.5,996.5,Heavy
2020-01-05 15:00:00,Hanoi,138.44,22.6,88.4,33.6,991.7,Heavy
2020-01-05 16:00:00,HCMC,7.37,28.6,83.5,21.8,1011.6,Light
2020-01-05 17:00:00,Danang,46.61,31.1,78.4,22.2,995.2,Moderate
2020-01-05 18:00:00,HCMC,113.83,28.9,92.4,12.9,1017.5,Heavy
2020-01-05 19:00:00,Hanoi,18.4,25.1,73.7,18.6,1016.9,Light
2020-01-05 20:00:00,Danang,184.43,29.0,68.8,23.5,995.2,Heavy
2020-01-05 21:00:00,Hue,141.77,35.1,83.3,29.2,1001.7,Heavy
2020-01-05 22:00:00,Hue,46.7,30.2,63.4,14.2,997.6,Moderate
2020-01-05 23:00:00,Hue,49.48,26.2,41.3,30.2,1009.7,Moderate
2020-01-06 00:00:00,HCMC,123.41,31.3,64.3,13.4,997.7,Heavy
2020-01-06 01:00:00,Hanoi,194.28,31.9,89.7,6.6,1003.8,Heavy
2020-01-06 02:00:00,Danang,184.01,18.1,80.1,4.8,1013.7,Heavy
2020-01-06 03:00:00,HCMC,19.36,20.6,54.5,14.6,990.8,Light
2020-01-06 04:00:00,HCMC,97.5,26.2,65.5,27.3,1019.9,Heavy
2020-01-06 05:00:00,HCMC,139.9,31.6,94.2,22.8,1010.3,Heavy
2020-01-06 06:00:00,Danang,117.72,37.2,66.0,18.8,995.6,Heavy
2020-01-06 07:00:00,HCMC,29.57,23.8,64.3,26.0,998.9,Moderate
2020-01-06 08:00:00,Hanoi,37.64,29.1,92.7,27.7,1011.0,Moderate
2020-01-06 09:00:00,HCMC,155.75,31.5,76.9,36.0,1006.0,Heavy
2020-01-06 10:00:00,Danang,33.99,29.8,88.7,32.5,1014.8,Moderate
2020-01-06 11:00:00,Hue,191.24,20.2,57.6,22.8,1017.8,Heavy
2020-01-06 12:00:00,HCMC,101.61,25.5,48.2,27.4,1019.9,Heavy
2020-01-06 13:00:00,Hue,93.41,20.0,94.6,25.2,992.6,Heavy
2020-01-06 14:00:00,Hue,118.06,19.2,80.1,1.1,998.1,Heavy
2020-01-06 15:00:00,Can Tho,33.33,36.2,44.7,24.2,994.1,Moderate
2020-01-06 16:00:00,Can Tho,166.99,37.6,73.4,10.0,999.5,Heavy
2020-01-06 17:00:00,Hue,153.34,19.7,92.4,30.5,1002.1,Heavy
2020-01-06 18:00:00,Hue,157.3,32.5,79.3,22.5,993.0,Heavy
2020-01-06 19:00:00,Hue,7.1,37.6,76.1,30.2,999.4,Light
2020-01-06 20:00:00,Danang,102.1,29.5,46.6,19.7,1012.8,Heavy
2020-01-06 21:00:00,Hue,141.56,35.4,73.5,4.3,1018.5,Heavy
2020-01-06 22:00:00,Hue,184.06,34.1,77.0,19.8,1007.5,Heavy
2020-01-06 23:00:00,Hanoi,156.7,18.8,62.4,3.3,996.4,Heavy
2020-01-07 00:00:00,Hue,107.7,24.2,79.3,21.7,993.3,Heavy
2020-01-07 01:00:00,HCMC,136.46,33.4,69.7,39.8,1001.1,Heavy
2020-01-07 02:00:00,Hanoi,148.04,34.3,63.2,29.8,1017.8,Heavy
2020-01-07 03:00:00,Danang,5.99,36.4,76.3,7.5,997.6,Light
2020-01-07 04:00:00,HCMC,103.41,36.6,88.9,29.3,990.9,Heavy
2020-01-07 05:00:00,HCMC,19.95,36.6,72.7,17.3,997.7,Light
2020-01-07 06:00:00,HCMC,156.48,18.5,56.8,36.3,1002.3,Heavy
2020-01-07 07:00:00,Hue,96.68,35.3,71.3,17.0,1012.6,Heavy
2020-01-07 08:00:00,HCMC,121.38,29.9,85.3,14.3,995.1,Heavy
2020-01-07 09:00:00,Hue,171.26,25.2,85.8,39.7,999.9,Heavy
2020-01-07 10:00:00,Danang,99.96,32.6,69.7,32.6,998.7,Heavy
2020-01-07 11:00:00,Hanoi,123.22,34.4,94.8,14.6,1015.6,Heavy
2020-01-07 12:00:00,Hanoi,98.85,25.7,78.8,35.0,1001.2,Heavy
2020-01-07 13:00:00,Danang,1.08,21.8,41.8,25.1,1009.4,Light
2020-01-07 14:00:00,Hue,54.57,33.5,83.5,17.4,1002.8,Heavy
2020-01-07 15:00:00,Hue,74.57,30.5,93.4,25.5,1018.7,Heavy
2020-01-07 16:00:00,Hanoi,121.71,20.0,65.0,32.0,1009.4,Heavy
2020-01-07 17:00:00,Can Tho,40.94,30.0,99.2,15.2,992.8,Moderate
2020-01-07 18:00:00,Danang,6.15,22.5,72.3,2.0,1001.5,Light
2020-01-07 19:00:00,Can Tho,175.06,20.4,48.2,5.3,1019.6,Heavy
2020-01-07 20:00:00,Danang,136.23,19.9,85.4,31.6,996.5,Heavy
2020-01-07 21:00:00,Can Tho,171.2,37.7,48.2,33.2,1006.0,Heavy
2020-01-07 22:00:00,Can Tho,54.84,30.2,47.5,25.0,1013.0,Heavy
2020-01-07 23:00:00,Hue,118.07,25.7,63.8,38.4,1015.6,Heavy
2020-01-08 00:00:00,Can Tho,28.76,20.1,57.0,16.2,1000.0,Moderate
2020-01-08 01:00:00,Hanoi,126.49,32.7,83.7,20.3,1018.1,Heavy
2020-01-08 02:00:00,Can Tho,129.73,21.9,41.8,22.9,1019.6,Heavy
2020-01-08 03:00:00,Hue,80.59,35.0,44.5,17.6,999.6,Heavy
2020-01-08 04:00:00,Can Tho,133.83,20.9,44.0,31.5,997.4,Heavy
2020-01-08 05:00:00,Hue,82.79,25.9,81.2,5.8,1002.3,Heavy
2020-01-08 06:00:00,Danang,39.38,26.6,67.1,10.6,1001.0,Moderate
2020-01-08 07:00:00,Can Tho,83.71,35.4,48.7,1.8,991.0,Heavy
2020-01-08 08:00:00,Danang,142.15,30.3,43.8,18.5,995.0,Heavy
2020-01-08 09:00:00,Hue,182.37,37.4,82.8,12.8,1016.6,Heavy
2020-01-08 10:00:00,HCMC,121.12,25.3,54.9,37.1,1013.5,Heavy
2020-01-08 11:00:00,Hue,77.39,20.2,54.6,17.4,1014.2,Heavy
2020-01-08 12:00:00,Hanoi,122.36,30.7,89.3,36.3,1002.0,Heavy
2020-01-08 13:00:00,Hue,102.01,27.8,51.4,5.5,998.6,Heavy
2020-01-08 14:00:00,Danang,139.46,32.2,66.2,16.1,1019.8,Heavy
2020-01-08 15:00:00,Hue,135.4,32.3,83.4,25.3,992.8,Heavy
2020-01-08 16:00:00,Hue,115.6,37.6,82.6,38.5,1001.1,Heavy
2020-01-08 17:00:00,HCMC,175.46,27.5,83.4,7.3,1000.1,Heavy
2020-01-08 18:00:00,Hanoi,131.55,27.3,67.7,31.0,1002.1,Heavy
2020-01-08 19:00:00,Can Tho,0.07,25.5,48.0,0.1,995.0,None
2020-01-08 20:00:00,Danang,192.91,30.8,99.1,32.3,1019.7,Heavy
2020-01-08 21:00:00,Hue,131.36,37.0,84.7,36.9,1002.1,Heavy
2020-01-08 22:00:00,Hue,66.84,27.1,61.2,34.1,1009.8,Heavy
2020-01-08 23:00:00,Danang,140.71,34.2,98.6,26.1,1003.0,Heavy
2020-01-09 00:00:00,HCMC,56.38,24.0,73.9,31.7,995.8,Heavy
2020-01-09 01:00:00,HCMC,76.26,18.0,72.8,4.2,997.1,Heavy
2020-01-09 02:00:00,Danang,173.76,31.7,44.8,1.2,1009.8,Heavy
2020-01-09 03:00:00,Hanoi,161.57,29.9,83.3,25.0,1003.6,Heavy
2020-01-09 04:00:00,Danang,105.58,29.0,51.5,13.2,1001.5,Heavy
2020-01-09 05:00:00,Hanoi,28.55,27.9,99.6,33.6,999.4,Moderate
2020-01-09 06:00:00,Can Tho,128.64,29.7,58.9,7.2,1002.1,Heavy
2020-01-09 07:00:00,Hue,13.34,35.2,57.3,27.3,1013.6,Light
2020-01-09 08:00:00,Hanoi,164.87,30.0,75.3,14.6,1002.6,Heavy
2020-01-09 09:00:00,Hue,156.83,23.8,80.5,16.8,1014.5,Heavy
2020-01-09 10:00:00,HCMC,164.26,27.7,99.6,4.3,1004.9,Heavy
2020-01-09 11:00:00,HCMC,168.54,24.7,83.3,22.7,1016.0,Heavy
2020-01-09 12:00:00,Can Tho,193.29,21.0,74.3,5.2,991.6,Heavy
2020-01-09 13:00:00,Danang,191.77,34.4,99.9,34.7,995.8,Heavy
2020-01-09 14:00:00,Hue,39.57,29.4,95.7,30.3,1007.6,Moderate
2020-01-09 15:00:00,Hanoi,181.24,20.9,71.5,14.3,1006.0,Heavy
2020-01-09 16:00:00,Can Tho,30.96,37.9,43.7,3.0,1014.1,Moderate
2020-01-09 17:00:00,Hue,106.34,35.6,51.6,6.0,1006.4,Heavy
2020-01-09 18:00:00,HCMC,76.16,27.5,66.2,32.9,1016.7,Heavy
2020-01-09 19:00:00,Hue,124.82,22.0,78.5,0.4,1007.6,Heavy
2020-01-09 20:00:00,Hanoi,5.66,21.6,77.4,18.1,995.1,Light
2020-01-09 21:00:00,Can Tho,175.12,34.7,80.1,30.3,998.4,Heavy
2020-01-09 22:00:00,Hanoi,78.91,24.8,98.8,11.3,1008.1,Heavy
2020-01-09 23:00:00,Hanoi,144.13,28.0,42.0,6.3,1000.0,Heavy
2020-01-10 00:00:00,Danang,119.37,20.2,95.0,10.1,1008.2,Heavy
2020-01-10 01:00:00,Hanoi,39.54,34.8,58.9,15.8,998.5,Moderate
2020-01-10 02:00:00,HCMC,30.56,25.5,53.0,16.2,1015.0,Moderate
2020-01-10 03:00:00,HCMC,80.53,26.9,43.8,10.4,1019.3,Heavy
2020-01-10 04:00:00,Hue,48.56,36.3,74.7,25.6,1018.7,Moderate
2020-01-10 05:00:00,HCMC,58.53,23.5,88.4,29.4,1002.7,Heavy
2020-01-10 06:00:00,Hanoi,13.97,31.2,44.4,31.9,990.3,Light
2020-01-10 07:00:00,Hanoi,157.95,18.5,87.4,14.1,1014.9,Heavy
2020-01-10 08:00:00,Danang,92.87,22.7,78.2,24.2,1014.7,Heavy
2020-01-10 09:00:00,Hue,35.15,32.0,56.4,4.3,1003.0,Moderate
2020-01-10 10:00:00,Can Tho,119.8,19.7,56.1,5.7,996.2,Heavy
2020-01-10 11:00:00,Can Tho,186.74,26.9,51.3,22.7,1019.5,Heavy
2020-01-10 12:00:00,Hanoi,197.89,20.9,82.8,31.6,990.6,Heavy
2020-01-10 13:00:00,Hanoi,3.33,35.3,92.5,19.4,1014.2,Light
2020-01-10 14:00:00,Danang,100.88,18.6,77.4,31.4,1000.6,Heavy
2020-01-10 15:00:00,Hue,172.27,19.7,84.9,13.2,1019.0,Heavy
2020-01-10 16:00:00,Hue,86.89,21.5,91.0,1.8,1010.5,Heavy
2020-01-10 17:00:00,HCMC,39.57,30.4,64.3,24.4,996.1,Moderate
2020-01-10 18:00:00,Hue,83.04,36.4,75.2,7.6,994.8,Heavy
2020-01-10 19:00:00,Can Tho,45.63,24.5,56.8,32.0,1016.8,Moderate
2020-01-10 20:00:00,Can Tho,121.15,30.2,47.9,35.9,1015.5,Heavy
2020-01-10 21:00:00,Hue,90.34,20.3,48.5,23.4,996.6,Heavy
2020-01-10 22:00:00,Hue,175.89,30.1,66.0,13.9,1015.5,Heavy
2020-01-10 23:00:00,HCMC,136.61,19.5,63.2,6.6,991.0,Heavy
2020-01-11 00:00:00,Hanoi,105.63,26.7,63.2,14.5,1005.2,Heavy
2020-01-11 01:00:00,HCMC,163.68,29.6,75.7,19.9,1001.0,Heavy
2020-01-11 02:00:00,HCMC,55.9,22.7,62.4,28.7,991.0,Heavy
2020-01-11 03:00:00,Danang,82.57,19.9,65.9,28.9,1003.1,Heavy
2020-01-11 04:00:00,HCMC,135.26,27.1,88.2,1.1,997.9,Heavy
2020-01-11 05:00:00,Danang,55.22,25.6,86.3,4.9,1009.4,Heavy
2020-01-11 06:00:00,Danang,121.16,36.2,91.8,32.8,1013.9,Heavy
2020-01-11 07:00:00,HCMC,103.97,30.1,82.0,15.7,1006.5,Heavy
2020-01-11 08:00:00,Can Tho,93.14,35.4,94.5,5.0,998.4,Heavy
2020-01-11 09:00:00,Danang,4.24,32.1,91.7,37.7,1009.1,Light
2020-01-11 10:00:00,Danang,179.63,29.2,86.4,23.6,1018.5,Heavy
2020-01-11 11:00:00,Hanoi,112.54,29.8,50.7,26.7,994.5,Heavy
2020-01-11 12:00:00,HCMC,19.81,26.4,88.2,37.1,996.0,Light
2020-01-11 13:00:00,Hue,137.46,28.9,81.1,18.1,1017.3,Heavy
2020-01-11 14:00:00,HCMC,157.33,18.5,40.1,7.8,1002.8,Heavy
2020-01-11 15:00:00,Can Tho,132.65,35.9,96.8,26.1,1008.3,Heavy
2020-01-11 16:00:00,Can Tho,67.1,27.6,74.3,5.4,1011.8,Heavy
2020-01-11 17:00:00,Hanoi,175.71,28.9,78.6,9.4,1009.1,Heavy
2020-01-11 18:00:00,Hue,189.3,29.9,42.8,7.7,1003.3,Heavy
2020-01-11 19:00:00,Hue,60.66,20.7,76.2,35.3,991.4,Heavy
2020-01-11 20:00:00,HCMC,102.72,36.8,79.0,35.2,1004.6,Heavy
2020-01-11 21:00:00,Hanoi,29.73,20.4,54.4,26.2,990.3,Moderate
2020-01-11 22:00:00,Can Tho,123.15,22.0,83.5,20.5,1015.9,Heavy
2020-01-11 23:00:00,HCMC,73.51,32.7,69.2,11.7,1005.2,Heavy
2020-01-12 00:00:00,Danang,120.88,32.3,58.2,28.4,993.7,Heavy
2020-01-12 01:00:00,Hue,155.39,21.2,65.1,12.0,1011.3,Heavy
2020-01-12 02:00:00,Hue,188.89,19.2,78.5,38.1,991.7,Heavy
2020-01-12 03:00:00,HCMC,92.57,24.5,68.5,13.0,995.3,Heavy
2020-01-12 04:00:00,HCMC,122.31,24.9,98.6,4.7,1012.7,Heavy
2020-01-12 05:00:00,Can Tho,182.77,20.2,69.5,26.1,996.0,Heavy
2020-01-12 06:00:00,HCMC,162.97,24.3,65.9,27.5,1000.6,Heavy
2020-01-12 07:00:00,Hue,60.86,19.8,70.5,3.3,1008.3,Heavy
2020-01-12 08:00:00,Hue,81.74,37.9,84.1,36.2,1012.0,Heavy
2020-01-12 09:00:00,Hanoi,154.73,24.4,87.2,1.8,999.0,Heavy
2020-01-12 10:00:00,Hanoi,129.35,18.3,86.2,18.6,1008.7,Heavy
2020-01-12 11:00:00,Hanoi,62.9,31.0,92.1,25.9,1009.4,Heavy
2020-01-12 12:00:00,Hue,48.44,26.2,54.7,28.2,992.7,Moderate
2020-01-12 13:00:00,Can Tho,169.42,28.0,40.9,18.9,1009.1,Heavy
2020-01-12 14:00:00,Danang,169.88,31.3,51.8,12.0,1006.2,Heavy
2020-01-12 15:00:00,Can Tho,32.9,29.0,57.0,8.4,1015.3,Moderate
2020-01-12 16:00:00,Can Tho,32.52,18.1,64.5,31.3,992.4,Moderate
2020-01-12 17:00:00,Can Tho,157.34,20.3,69.6,28.2,1003.4,Heavy
2020-01-12 18:00:00,Hue,12.76,34.0,99.1,33.7,1012.6,Light
2020-01-12 19:00:00,HCMC,101.91,29.6,95.6,27.2,1013.7,Heavy
2020-01-12 20:00:00,Hue,2.84,22.6,61.8,19.5,1019.4,Light
2020-01-12 21:00:00,Danang,45.97,26.2,82.3,19.3,1012.1,Moderate
2020-01-12 22:00:00,Hanoi,8.17,24.4,52.4,7.3,1017.6,Light
2020-01-12 23:00:00,Hue,81.68,29.7,48.6,22.7,1007.0,Heavy
2020-01-13 00:00:00,Danang,82.57,31.9,46.0,28.4,994.7,Heavy
2020-01-13 01:00:00,Danang,106.98,26.8,58.7,18.4,1006.8,Heavy
2020-01-13 02:00:00,Can Tho,20.74,31.7,46.8,9.3,1001.1,Moderate
2020-01-13 03:00:00,Can Tho,9.15,20.1,62.6,36.7,1012.1,Light
2020-01-13 04:00:00,Hanoi,168.22,29.2,76.5,9.5,990.5,Heavy
2020-01-13 05:00:00,HCMC,160.41,22.3,57.5,8.7,1011.0,Heavy
2020-01-13 06:00:00,Hue,189.03,31.3,87.2,6.1,995.9,Heavy
2020-01-13 07:00:00,Danang,193.42,25.3,65.3,10.4,997.3,Heavy
2020-01-13 08:00:00,Hanoi,153.98,19.0,41.5,12.0,994.6,Heavy
2020-01-13 09:00:00,Danang,114.28,24.9,53.8,36.0,997.6,Heavy
2020-01-13 10:00:00,Hue,121.69,24.3,72.8,14.6,1014.0,Heavy
2020-01-13 11:00:00,HCMC,86.89,25.9,40.0,12.3,991.2,Heavy
2020-01-13 12:00:00,Hue,158.69,35.9,68.0,24.2,1013.2,Heavy
2020-01-13 13:00:00,HCMC,193.52,20.5,64.1,39.7,1013.6,Heavy
2020-01-13 14:00:00,HCMC,30.7,34.8,73.7,24.7,997.8,Moderate
2020-01-13 15:00:00,HCMC,28.08,29.0,69.7,1.7,1012.0,Moderate
2020-01-13 16:00:00,HCMC,139.09,26.6,81.9,1.5,1005.0,Heavy
2020-01-13 17:00:00,Hue,172.08,24.2,73.3,38.2,1007.4,Heavy
2020-01-13 18:00:00,Can Tho,80.32,26.6,52.2,4.4,1016.5,Heavy
2020-01-13 19:00:00,Danang,15.36,33.1,57.1,10.5,997.4,Light
2020-01-13 20:00:00,Can Tho,129.26,38.0,97.8,27.7,1005.4,Heavy
2020-01-13 21:00:00,Can Tho,18.56,19.9,90.3,3.9,1008.1,Light
2020-01-13 22:00:00,HCMC,144.55,24.2,72.2,2.3,1003.8,Heavy
2020-01-13 23:00:00,HCMC,119.34,34.1,94.2,34.4,1019.2,Heavy
2020-01-14 00:00:00,HCMC,179.7,37.2,95.1,23.0,1014.9,Heavy
2020-01-14 01:00:00,HCMC,47.7,27.4,45.1,16.0,995.5,Moderate
2020-01-14 02:00:00,Can Tho,158.26,31.8,45.1,37.0,994.3,Heavy
2020-01-14 03:00:00,Hanoi,182.49,19.2,47.4,9.7,992.1,Heavy
2020-01-14 04:00:00,Danang,22.55,20.1,48.6,20.0,1007.5,Moderate
2020-01-14 05:00:00,Hue,169.55,25.0,75.6,29.3,990.7,Heavy
2020-01-14 06:00:00,Hue,70.67,29.4,43.3,25.9,1005.4,Heavy
2020-01-14 07:00:00,HCMC,59.96,33.8,44.8,29.9,994.8,Heavy
